City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
284,krasnyy chikoy,50.3643,108.7512,29.45,26,58,4.02,RU,1717914890
285,pagar alam,-4.0167,103.2667,24.65,93,97,0.66,ID,1717914744
286,saint-leu,-21.15,55.2833,26.48,70,1,1.65,RE,1717914892
287,taroa,8.7058,171.2275,28.81,79,23,4.98,MH,1717914894
288,mildura,-34.2,142.15,16.15,65,12,3.53,AU,1717914689
289,new plymouth,-39.0667,174.0833,15.45,100,100,10.07,NZ,1717914717
290,san juan de miraflores,-12.1629,-76.9635,17.32,87,69,5.16,PE,1717914897
291,guadalupe y calvo,26.1,-106.9667,11.04,83,0,2.34,MX,1717914898
292,ocos,14.5094,-92.1933,26.1,89,100,2.69,GT,1717914899
293,nema,57.5067,50.5011,19.69,66,89,3.25,RU,1717914900
294,hami,42.8,93.45,35.2,8,0,4.27,CN,1717914903
295,tsengel,49.4783,100.8894,27.16,22,18,4.2,MN,1717914904
296,jacksonville,30.3322,-81.6556,28.0,87,0,2.06,US,1717914822
297,nantucket,41.2835,-70.0995,17.21,94,0,3.6,US,1717914910
298,khorixas,-20.3667,14.9667,18.53,22,0,8.32,NA,1717914618
299,tolanaro,-25.0319,46.9987,20.04,64,75,6.17,MG,1717914668
300,bubaque,11.2833,-15.8333,26.29,79,100,3.72,GW,1717914914
301,naze,28.3667,129.4833,27.51,76,38,6.08,JP,1717914689
302,lichinga,-13.3128,35.2406,15.05,88,75,7.2,MZ,1717914660
303,ancud,-41.8697,-73.8203,10.51,92,100,5.79,CL,1717914919
304,langsa,4.4683,97.9683,34.28,53,47,2.62,ID,1717914713
305,beledweyne,4.7358,45.2036,30.84,46,7,9.54,SO,1717914922
306,kralendijk,12.15,-68.2667,28.99,79,75,7.72,BQ,1717914923
307,rongelap,11.1635,166.8941,28.6,82,41,5.97,MH,1717914924
308,ariyalur,11.1333,79.0833,33.66,53,100,6.31,IN,1717914925
309,jalai nur,49.45,117.7,18.77,47,100,2.29,CN,1717914874
310,timaru,-44.4,171.25,9.76,86,99,1.07,NZ,1717914927
311,sur,22.5667,59.5289,35.31,46,8,2.11,OM,1717914929
312,lompoc,34.6391,-120.4579,15.38,88,100,3.6,US,1717914930
313,okha,53.5739,142.9478,7.92,88,99,6.26,RU,1717914931
314,la'ie,21.6477,-157.9253,26.98,77,39,0.89,US,1717914932
315,kill devil hills,36.0307,-75.676,24.99,71,0,5.14,US,1717914933
316,itapema,-27.0903,-48.6114,19.45,99,22,2.08,BR,1717914934
317,susuman,62.7833,148.1667,7.77,41,99,4.02,RU,1717914936
318,st. john's,47.5649,-52.7093,8.97,97,100,3.6,CA,1717914937
319,dompu,-8.5356,118.4622,29.96,66,90,1.62,ID,1717914938
320,yoakum,29.2878,-97.1519,24.64,97,88,2.61,US,1717914939
321,cururupu,-1.8283,-44.8683,23.38,96,28,1.36,BR,1717914940
322,amahai,-3.3333,128.9167,26.74,87,60,4.84,ID,1717914788
323,aykhal,66.0,111.5,22.41,25,92,4.22,RU,1717914944
324,sebdou,34.637,-1.3314,14.61,58,0,2.6,DZ,1717914945
325,chibougamau,49.9168,-74.3659,12.79,100,100,3.09,CA,1717914946
326,shenjiamen,29.9576,122.298,22.3,74,88,3.06,CN,1717914654
327,genhe,50.7833,121.5167,19.89,37,100,4.24,CN,1717914651
328,mudgere,13.1333,75.6333,20.4,92,100,3.54,IN,1717914906
329,alaghsas,17.0187,8.0168,32.94,35,1,3.09,NE,1717914951
330,gonzalez,30.5816,-87.2914,26.38,82,0,2.06,US,1717914952
331,mazagao,-0.115,-51.2894,25.03,98,100,1.4,BR,1717914953
332,kiama,-34.6833,150.8667,17.78,65,92,5.11,AU,1717914954
333,argo,37.6333,22.7333,31.29,36,0,1.97,GR,1717914956
334,bismarck,46.8083,-100.7837,14.25,58,75,2.57,US,1717914957
335,saldanha,-33.0117,17.9442,9.03,69,7,3.17,ZA,1717914958
336,jerantut,3.936,102.3626,29.33,83,98,0.66,MY,1717914959
337,east end,34.5507,-92.341,26.84,94,5,2.38,US,1717914960
338,semnan,35.5729,53.3971,31.43,10,1,3.33,IR,1717914961
339,kupang,-10.1667,123.5833,34.32,52,20,4.12,ID,1717914962
340,kurchatov,51.6601,35.6521,16.23,72,1,3.12,RU,1717914963
341,nova xavantina,-14.6667,-52.35,19.12,67,8,0.4,BR,1717914964
342,luganville,-15.5333,167.1667,25.32,79,43,2.96,VU,1717914966
343,westport,41.1415,-73.3579,20.04,74,0,1.54,US,1717914671
344,solleftea,63.1667,17.2667,12.92,76,100,5.79,SE,1717914972
345,sitka,57.0531,-135.33,11.94,76,75,3.6,US,1717914973
346,quincy,42.2529,-71.0023,19.14,76,100,5.14,US,1717914904
347,lawas,13.764,121.0566,30.9,69,99,5.21,PH,1717914976
348,thames,-37.1333,175.5333,15.62,98,100,2.85,NZ,1717914977
349,puerto ayora,-0.7393,-90.3518,21.97,98,96,1.45,EC,1717914978
350,salavat,53.3837,55.9077,17.38,95,100,4.94,RU,1717914979
351,saint-joseph,-21.3667,55.6167,26.21,77,12,2.1,RE,1717914981
352,mammoth lakes,37.6485,-118.9721,15.4,39,40,0.0,US,1717914982
353,daru,-9.0763,143.2092,26.39,84,63,7.34,PG,1717914985
354,merritt,50.1123,-120.7942,14.07,48,100,0.45,CA,1717914986
355,beau vallon,-20.4189,57.6953,23.45,88,75,5.14,MU,1717914988
356,laguna,38.421,-121.4238,21.12,56,0,4.12,US,1717914989
357,jiayuguan,39.8167,98.3,30.47,8,100,7.25,CN,1717914739
358,eustis,28.8528,-81.6853,28.03,87,0,1.54,US,1717914991
359,kuta,-8.7233,115.1723,26.97,94,75,6.26,ID,1717914992
360,fort st. john,56.2499,-120.8529,7.94,66,75,3.6,CA,1717914743
361,vila franca do campo,37.7167,-25.4333,18.27,99,63,3.48,PT,1717914994
362,kilinochchi,9.3961,80.3982,32.4,57,95,8.87,LK,1717914996
363,podgornoye,51.735,39.1496,22.12,64,0,2.0,RU,1717915000
364,upington,-28.4478,21.2561,8.21,53,0,1.54,ZA,1717915002
365,kaoma,-14.7833,24.8,19.26,52,5,6.81,ZM,1717915003
366,andrychow,49.855,19.3383,18.08,100,100,1.14,PL,1717915004
367,porto torres,40.835,8.3972,24.1,67,94,6.11,IT,1717915005
368,mugia,43.1041,-9.2179,14.39,79,71,8.86,ES,1717915006
369,shimoda,34.6667,138.95,24.2,78,100,3.75,JP,1717914817
370,tofol,5.3248,163.0078,30.88,70,75,3.6,FM,1717915010
371,kuvandyk,51.4781,57.3552,18.55,88,98,5.72,RU,1717915012
372,kertih,4.5141,103.4483,29.01,84,40,1.03,MY,1717914952
373,novo horizonte,-21.4681,-49.2208,15.11,59,95,2.22,BR,1717915014
374,san ignacio,17.1561,-89.0714,24.19,99,100,1.48,BZ,1717915015
375,san luis,-33.295,-66.3356,15.64,76,2,5.53,AR,1717915017
376,casas grandes,30.3667,-107.95,24.2,21,100,5.83,MX,1717915018
377,weiser,44.251,-116.9693,25.11,74,100,2.24,US,1717915020
378,luderitz,-26.6481,15.1594,19.13,29,68,7.9,NA,1717915021
379,mil'kovo,55.6078,37.7956,18.56,60,66,1.96,RU,1717915022
380,syktyvkar,61.6764,50.8099,18.85,63,75,4.0,RU,1717915024
381,taltal,-25.4,-70.4833,15.8,75,100,3.65,CL,1717915025
382,north platte,41.1239,-100.7654,14.48,91,100,4.92,US,1717915027
383,sakakah,29.9697,40.2064,34.76,13,0,1.65,SA,1717914756
384,along,28.1667,94.7667,33.6,51,21,2.19,IN,1717915029
385,veraval,20.9,70.3667,33.23,62,47,7.44,IN,1717914748
386,vilyuysk,63.7553,121.6247,23.89,29,6,1.34,RU,1717915032
387,ocean shores,46.9737,-124.1563,13.34,89,0,3.6,US,1717915033
388,punta arenas,-53.15,-70.9167,1.06,80,100,2.57,CL,1717915034
389,onega,63.9061,38.1404,15.45,55,14,2.03,RU,1717915035
390,chinde,26.8418,88.0763,26.3,61,42,1.81,NP,1717915037
391,shibetsu,43.659,145.132,20.39,73,75,7.2,JP,1717914948
392,hasaki,35.7333,140.8333,24.22,75,100,4.47,JP,1717914742
393,ringkobing,56.0901,8.244,10.99,71,20,4.12,DK,1717915040
394,kirksville,40.1948,-92.5833,17.12,85,0,1.54,US,1717915041
395,taoudenni,22.6783,-3.9836,36.01,14,28,5.76,ML,1717915043
396,uliastay,47.7417,96.8444,23.21,24,97,5.13,MN,1717915044
397,podborany,50.2294,13.4119,19.19,72,1,1.52,CZ,1717915045
398,kontcha,7.9667,12.2333,24.16,86,100,1.5,CM,1717915046
399,assens,55.2702,9.9008,11.94,78,100,8.93,DK,1717915048
400,katsuura,35.1333,140.3,21.62,78,100,4.13,JP,1717914824
401,woburn sands,52.0158,-0.6498,12.37,86,14,1.34,GB,1717915050
402,gandarbal,34.2333,74.7833,24.16,39,1,2.79,IN,1717914774
403,pontassieve,43.7737,11.4282,25.42,72,0,1.03,IT,1717915053
404,arafat,21.3594,39.9664,42.24,11,9,3.93,SA,1717915054
405,port shepstone,-30.7414,30.455,15.26,64,0,2.76,ZA,1717915056
406,bol,13.4586,14.7147,28.36,69,33,7.33,TD,1717915057
407,san patricio,28.017,-97.5169,28.94,82,100,4.75,US,1717915062
408,flying fish cove,-10.4217,105.6791,26.82,83,100,4.63,CX,1717915064
409,vershino-darasunskiy,52.35,115.5167,10.17,86,100,2.14,RU,1717915065
410,amga,60.8953,131.9608,22.82,28,7,2.46,RU,1717915071
411,mbanza-ngungu,-5.25,14.8667,18.47,94,100,2.64,CD,1717914870
412,concepcion,-36.827,-73.0498,12.89,100,100,6.69,CL,1717914826
413,vadso,70.0744,29.7487,4.49,87,100,5.66,NO,1717915075
414,torghay,49.6339,63.4981,29.68,34,0,6.71,KZ,1717915076
415,nguigmi,14.2495,13.1092,32.54,43,77,7.91,NE,1717914954
416,mangrol,21.1167,70.1167,32.78,61,95,7.08,IN,1717915024
417,stonehaven,56.9637,-2.2118,10.13,73,100,5.89,GB,1717915080
418,zaxo,37.1482,42.7001,34.41,20,100,0.88,IQ,1717914969
419,malvan,16.0667,73.4667,27.43,81,100,4.33,IN,1717915082
420,sen monorom,12.45,107.2,27.94,66,91,3.25,KH,1717915084
421,as sulayyil,20.4607,45.5779,37.14,7,0,2.81,SA,1717915085
422,forster,-32.1667,152.5167,16.83,73,60,3.7,AU,1717915086
423,gaspe,48.8334,-64.4819,10.12,100,100,1.03,CA,1717915088
424,ust-tsilma,65.441,52.1498,7.01,79,100,2.24,RU,1717915089
425,palu,-0.8917,119.8707,29.18,88,58,1.39,ID,1717915090
426,tarnogskiy gorodok,60.4997,43.5761,14.79,80,84,3.38,RU,1717915091
427,muang khong,14.1167,105.85,30.28,78,100,1.89,LA,1717915093
428,carloforte,39.145,8.3058,21.58,88,8,4.41,IT,1717915094
429,clarence town,-32.5833,151.7833,17.14,63,99,3.77,AU,1717915093
430,manjeshvar,12.7,74.8833,24.66,84,100,5.0,IN,1717915096
431,apartado,7.883,-76.6259,24.85,97,100,1.88,CO,1717915097
432,fort irwin,35.2627,-116.6848,27.74,26,0,6.17,US,1717915099
433,tangalle,6.024,80.7911,28.49,81,100,6.88,LK,1717915100
434,hengchun,22.0042,120.7439,29.79,72,24,5.26,TW,1717915101
435,fort bragg,35.139,-79.006,21.91,78,40,1.54,US,1717914839
436,beatrice,40.2681,-96.747,18.43,88,40,1.54,US,1717915104
437,katabu,-4.9333,122.5167,29.78,63,82,3.93,ID,1717915106
438,kolonia,50.9333,6.95,16.14,75,20,1.03,DE,1717915082
439,acarau,-2.8856,-40.12,24.68,90,43,4.72,BR,1717915108
440,undurkhaan,47.3194,110.6556,29.56,17,55,1.69,MN,1717915109
441,paramonga,-10.6667,-77.8333,18.22,83,100,4.08,PE,1717915110
442,ustaritz,43.3965,-1.456,18.34,94,100,6.17,FR,1717915112
443,steinkjer,64.193,11.3851,9.52,63,100,4.89,NO,1717915114
444,jurilovca,44.7667,28.8667,25.05,49,8,3.48,RO,1717915116
445,manadhoo,5.7667,73.3833,28.61,77,100,6.77,MV,1717915117
446,san luis de la loma,17.2706,-100.8939,25.67,81,95,2.43,MX,1717915118
447,zhezqazghan,47.7833,67.7667,33.32,17,75,13.0,KZ,1717915122
448,saint-pierre,-21.3393,55.4781,26.82,54,0,1.54,RE,1717915123
449,ulsteinvik,62.3432,5.8487,10.97,90,100,2.24,NO,1717915124
450,sidi akkacha,36.4647,1.3026,22.16,49,0,5.41,DZ,1717915125
451,tosontsengel,48.7567,98.2839,24.14,22,21,4.73,MN,1717915127
452,al qitena,14.8648,32.3668,35.22,31,100,6.23,SD,1717914967
453,ivdel',60.6911,60.4206,20.01,48,25,3.13,RU,1717914964
454,port saint john's,-31.6229,29.5448,15.95,64,0,2.57,ZA,1717915131
455,panguipulli,-39.6333,-72.3333,10.14,96,100,2.03,CL,1717915132
456,puerto del rosario,28.5004,-13.8627,19.86,77,20,2.57,ES,1717915134
457,masindi,1.6744,31.715,20.38,89,100,0.54,UG,1717915135
458,vanino,49.0869,140.2543,16.07,93,100,2.77,RU,1717915136
459,peterhead,57.5058,-1.7981,9.22,71,45,10.96,GB,1717915137
460,ugoofaaru,5.6667,73.0,28.56,77,100,6.47,MV,1717915139
461,mancio lima,-7.6142,-72.8958,22.61,89,99,0.81,BR,1717915140
462,zayed city,24.3768,54.589,38.08,32,0,7.72,AE,1717915141
463,tanout,14.9709,8.8879,31.25,44,36,6.09,NE,1717914955
464,mbekenyera,-10.0,38.9833,24.7,56,0,4.51,TZ,1717915144
465,weno,7.4515,151.8468,28.97,84,100,2.06,FM,1717915146
466,ada,43.4166,-116.1262,23.75,47,0,2.06,US,1717915147
467,al hufuf,25.3646,49.5653,36.19,30,0,5.14,SA,1717915148
468,almeirim,-1.5233,-52.5817,22.76,98,47,1.04,BR,1717915149
469,waddan,29.1614,16.139,28.93,20,0,2.79,LY,1717915150
470,albertina,-22.2008,-46.6158,13.02,78,9,2.48,BR,1717915152
471,troitsko-pechorsk,62.7084,56.1964,19.83,49,84,4.47,RU,1717915153
472,campo gallo,-26.5833,-62.85,24.12,39,11,6.58,AR,1717915154
473,labatlan,47.7473,18.4962,22.55,78,100,4.95,HU,1717915155
474,faya-largeau,17.9257,19.1043,36.54,13,25,10.56,TD,1717915157
475,poronaysk,49.2167,143.1167,15.95,70,100,6.79,RU,1717915158
476,soto la marina,23.7667,-98.2167,24.96,87,55,1.55,MX,1717915160
477,ajacuba,20.0875,-99.1125,16.16,78,88,1.12,MX,1717915161
478,road town,18.4167,-64.6167,28.19,78,100,5.8,VG,1717915162
479,puerto santa,-8.9906,-78.6456,17.43,89,99,4.61,PE,1717915165
480,tucuma,-0.1833,-50.05,24.29,92,36,2.35,BR,1717915166
481,ewo,-0.8725,14.8206,25.68,77,94,3.37,CG,1717915168
482,kone,-21.0595,164.8658,24.26,76,96,1.56,NC,1717915169
483,palikir - national government center,6.9248,158.1611,26.41,89,100,1.54,FM,1717915171
484,polyarnyy,69.1989,33.4478,6.13,77,93,4.38,RU,1717915149
485,maragogi,-9.0122,-35.2225,24.22,89,5,2.92,BR,1717915174
486,kotma,23.2,81.9667,41.85,16,37,2.13,IN,1717914881
487,mosjoen,65.836,13.1908,15.29,44,20,3.6,NO,1717915176
488,amplepuis,45.9726,4.3316,16.7,93,100,1.48,FR,1717915177
489,riachao,-7.3619,-46.6172,21.26,77,23,2.08,BR,1717915178
490,paka,4.6374,103.4368,28.96,84,40,1.03,MY,1717915179
491,apolinario saravia,-24.4328,-63.9954,18.17,61,37,2.99,AR,1717915181
492,san julian,21.0167,-102.1667,20.16,50,100,2.14,MX,1717915182
493,funafuti,-8.5243,179.1942,26.0,94,75,5.66,TV,1717915185
494,west end,26.6833,-78.9667,26.99,76,1,5.61,BS,1717915186
495,walvis bay,-22.9575,14.5053,22.94,21,0,8.86,NA,1717914953
496,beinamar,8.6698,15.3813,27.0,67,95,2.86,TD,1717915188
497,bamako,12.65,-8.0,28.23,69,20,1.54,ML,1717915030
498,nova sintra,14.8667,-24.7167,20.33,80,3,5.03,CV,1717915191
499,nicoya,10.1483,-85.452,23.36,96,96,1.03,CR,1717915192
500,bardai,11.65,7.2333,25.87,65,56,5.74,NG,1717915193
501,mantua,45.1667,10.7833,24.64,88,100,0.89,IT,1717915194
502,san ignacio de velasco,-16.3667,-60.95,17.25,63,84,1.56,BO,1717915196
503,richards bay,-28.783,32.0377,17.49,56,0,1.69,ZA,1717915197
504,dunedin,-45.8742,170.5036,8.78,90,100,0.89,NZ,1717915198
505,cooma,-36.2333,149.1333,7.62,83,21,0.61,AU,1717915200
506,aswan,24.0934,32.907,37.61,15,0,5.14,EG,1717915201
507,yeniseysk,58.4497,92.1703,14.97,60,90,4.92,RU,1717915203
508,kendari,-3.945,122.4989,28.18,75,98,2.56,ID,1717915189
509,ataq,14.5377,46.8319,31.87,27,5,5.43,YE,1717915206
510,beaufort west,-32.3567,22.583,11.99,48,0,1.88,ZA,1717915207
511,egilsstadir,65.2653,-14.3948,4.95,93,75,0.51,IS,1717915210
512,trinity beach,-16.7888,145.6968,23.94,53,0,7.2,AU,1717915211
513,isangel,-19.55,169.2667,23.93,86,100,3.09,VU,1717915212
514,mindelo,16.8901,-24.9804,22.75,73,40,6.69,CV,1717914932
515,nelson bay,-32.7167,152.15,17.22,74,50,0.45,AU,1717915215
516,padang,-0.9492,100.3543,31.03,84,100,1.19,ID,1717914991
517,shakhtersk,48.0625,38.5167,24.27,54,49,3.53,UA,1717915217
518,murzuq,25.9155,13.9184,29.26,12,0,5.73,LY,1717915099
519,aioun,16.6614,-9.6149,30.43,45,95,7.32,MR,1717915220
520,aigio,38.2486,22.0819,30.03,55,0,0.83,GR,1717915221
521,ankang,32.68,109.0172,28.27,52,100,0.39,CN,1717915222
522,geraldton,-28.7667,114.6,21.23,73,100,8.75,AU,1717914643
523,thunder bay,48.4001,-89.3168,11.99,87,100,4.12,CA,1717915178
524,nurota,40.5614,65.6886,34.18,16,15,2.74,UZ,1717915226
525,crane,31.3974,-102.3501,27.1,45,3,9.0,US,1717915228
526,tamanrasset,22.785,5.5228,29.95,9,0,7.2,DZ,1717915229
527,kyren,51.6828,102.1408,26.08,39,97,3.58,RU,1717915230
528,urbano santos,-3.2078,-43.4036,23.05,94,10,0.06,BR,1717915232
529,punta cana,18.5818,-68.4043,26.87,89,20,0.0,DO,1717915233
530,canto do buriti,-8.11,-42.9444,26.1,55,100,3.51,BR,1717915234
531,fortuna,40.5982,-124.1573,14.08,94,100,2.57,US,1717915235
532,dubbo,-32.25,148.6167,12.07,71,100,5.14,AU,1717914960
533,san sebastian de la gomera,28.0916,-17.1133,21.32,82,20,0.51,ES,1717915238
534,batatais,-20.8911,-47.585,13.99,71,28,1.8,BR,1717915239
535,swan hill,-35.3378,143.5544,14.37,68,89,2.79,AU,1717915241
536,betio village,1.358,172.9211,29.02,75,14,5.65,KI,1717915242
537,copiapo,-27.3667,-70.3333,9.83,97,9,1.09,CL,1717915244
538,sampang,-7.1872,113.2394,29.83,70,73,5.05,ID,1717915245
539,laojunmiao,39.8333,97.7333,26.12,9,100,6.32,CN,1717915246
540,ramshir,30.8946,49.4092,38.92,13,0,5.18,IR,1717915247
541,boa vista,2.8197,-60.6733,23.99,100,100,2.06,BR,1717915249
542,qulsary,46.9531,54.0198,29.64,37,0,4.6,KZ,1717915151
543,danjiangkou,32.5428,111.5086,32.13,38,100,2.09,CN,1717915251
544,quixeramobim,-5.1992,-39.2928,22.37,95,100,1.25,BR,1717915252
545,inarajan village,13.2736,144.7484,31.54,83,89,5.41,GU,1717915254
546,pyu,18.4833,96.4333,32.51,64,75,2.73,MM,1717915260
547,nikel,69.4128,30.222,4.1,72,62,4.31,RU,1717915261
548,christchurch,-43.5333,172.6333,14.27,85,75,4.12,NZ,1717915263
549,mota del cuervo,39.5101,-2.8738,16.76,62,11,6.81,ES,1717915264
550,cidade velha,14.9167,-23.6167,22.26,78,20,5.14,CV,1717915265
551,luanda,-8.8368,13.2343,23.0,83,75,2.06,AO,1717914947
552,daulatpur,26.5015,67.9706,40.37,22,0,0.76,PK,1717915269
553,yuzawa,39.1667,140.5,22.29,72,100,4.14,JP,1717915105
554,karratha,-20.7377,116.8463,23.92,48,5,5.33,AU,1717915271
555,korla,41.7597,86.1469,32.42,15,2,2.28,CN,1717915273
556,viedma,-40.8135,-62.9967,14.65,98,100,1.77,AR,1717915275
557,kourou,5.1552,-52.6478,24.03,91,29,2.13,GF,1717915276
558,krapivinskiy,54.9992,86.8133,16.06,68,100,3.86,RU,1717915277
559,mili,6.0815,171.735,28.82,76,100,5.63,MH,1717915278
560,santa terezinha,-29.9002,-50.0904,17.3,87,12,2.72,BR,1717915280
561,huarmey,-10.0681,-78.1522,17.98,86,75,4.32,PE,1717915281
562,i-n-salah,27.1935,2.4607,36.45,10,89,2.1,DZ,1717915282
563,yanchep,-31.55,115.6833,20.07,56,100,8.75,AU,1717915237
564,maasim,5.8575,125.0061,33.94,71,94,2.9,PH,1717915285
565,batarasa,8.6617,117.6222,30.37,66,89,3.35,PH,1717915286
566,borogontsy,62.6683,131.1683,21.92,26,18,0.9,RU,1717915290
567,cockburn town,21.4612,-71.1419,27.84,84,100,6.29,TC,1717915291
